Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;Sup. Sembrada;Sup. Cosechada;Producción;Rendimiento
Ajo;1987/88;BUENOS AIRES;ARRECIFES;6;77;10;10;35;3500
Ajo;1987/88;BUENOS AIRES;BAHIA BLANCA;6;56;10;10;30;3000
Ajo;1987/88;BUENOS AIRES;BALCARCE;6;63;258;258;910;3527
Ajo;1989/90;BUENOS AIRES;BALCARCE;6;63;50;50;250;5000
Ajo;1990/91;BUENOS AIRES;BALCARCE;6;63;80;80;400;5000
Ajo;1991/92;BUENOS AIRES;BALCARCE;6;63;100;90;360;4000
Ajo;1992/93;BUENOS AIRES;BALCARCE;6;63;100;95;520;5474
Ajo;1993/94;BUENOS AIRES;BALCARCE;6;63;90;85;425;5000
Ajo;1994/95;BUENOS AIRES;BALCARCE;6;63;70;68;306;4500
Ajo;1995/96;BUENOS AIRES;BALCARCE;6;63;40;39;176;4513
Ajo;1996/97;BUENOS AIRES;BALCARCE;6;63;70;70;280;4000
Ajo;1997/98;BUENOS AIRES;BALCARCE;6;63;65;65;260;4000
Ajo;1987/88;BUENOS AIRES;GENERAL PUEYRREDON;6;357;3;3;10;3333
Ajo;1996/97;BUENOS AIRES;GENERAL PUEYRREDON;6;357;10;9;39;4333
Ajo;1987/88;BUENOS AIRES;GENERAL RODRIGUEZ;6;364;3;3;10;3333
Ajo;1987/88;BUENOS AIRES;MERCEDES;6;532;3;3;10;3333
Ajo;1995/96;BUENOS AIRES;PATAGONES;6;602;65;59;300;5085
Ajo;1987/88;BUENOS AIRES;RAMALLO;6;665;14;14;49;3500
Ajo;1987/88;BUENOS AIRES;SAN NICOLAS;6;763;15;15;56;3733
Ajo;1988/89;BUENOS AIRES;SIN DEFINIR;6;0;1050;1050;4400;4190
Ajo;1995/96;BUENOS AIRES;TRES ARROYOS;6;833;4;4;16;4000
Ajo;1987/88;BUENOS AIRES;VILLARINO;6;875;800;800;3240;4050
Ajo;1989/90;BUENOS AIRES;VILLARINO;6;875;580;533;2852;5351
Ajo;1990/91;BUENOS AIRES;VILLARINO;6;875;770;713;4030;5652
Ajo;1991/92;BUENOS AIRES;VILLARINO;6;875;970;912;4997;5479
Ajo;1992/93;BUENOS AIRES;VILLARINO;6;875;490;406;2410;5936
Ajo;1993/94;BUENOS AIRES;VILLARINO;6;875;419;419;2130;5084
Ajo;1994/95;BUENOS AIRES;VILLARINO;6;875;636;582;3142;5399
Ajo;1995/96;BUENOS AIRES;VILLARINO;6;875;711;643;3683;5728
Ajo;1996/97;BUENOS AIRES;VILLARINO;6;875;518;423;2491;5889
Ajo;1997/98;BUENOS AIRES;VILLARINO;6;875;772;697;4703;6747
Ajo;1987/88;BUENOS AIRES;ZARATE;6;882;14;14;50;3571
Alpiste;1994/95;BUENOS AIRES;25 DE MAYO;6;854;50;50;80;1600
Alpiste;2020/21;BUENOS AIRES;25 DE MAYO;6;854;82;82;98;1195
Alpiste;2021/22;BUENOS AIRES;25 DE MAYO;6;854;82;82;103;1256
Alpiste;1992/93;BUENOS AIRES;ADOLFO ALSINA;6;7;500;0;0;0
Alpiste;1987/88;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;2000;2000;2400;1200
Alpiste;1988/89;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;3000;3000;2250;750
Alpiste;1989/90;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;2000;2000;2400;1200
Alpiste;1990/91;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1800;1700;1700;1000
Alpiste;1991/92;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1000;1000;950;950
Alpiste;1992/93;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;2000;2000;2200;1100
Alpiste;1993/94;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1500;1500;1700;1133
Alpiste;1994/95;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;800;800;900;1125
Alpiste;1995/96;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;800;800;960;1200
Alpiste;1996/97;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;500;500;500;1000
Alpiste;1997/98;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1680;1400
Alpiste;1998/99;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1200;1000
Alpiste;1999/00;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1200;1000
Alpiste;2000/01;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1200;1000
Alpiste;2001/02;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1200;1000
Alpiste;2002/03;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1080;900
Alpiste;2003/04;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1200;1000
Alpiste;2004/05;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1440;1200
Alpiste;2005/06;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1200;1200;1440;1200
Alpiste;2006/07;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;600;600;660;1100
Alpiste;2007/08;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;600;600;480;800
Alpiste;2008/09;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;600;600;420;700
Alpiste;2009/10;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;600;600;480;800
Alpiste;2010/11;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;600;600;960;1600
Alpiste;2011/12;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;400;400;640;1600
Alpiste;2012/13;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1000;1000;1100;1100
Alpiste;2013/14;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;3050;3050;3360;1102
Alpiste;2014/15;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1760;1496;1795;1200
Alpiste;2015/16;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1760;1760;2464;1400
Alpiste;2016/17;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;6000;6000;7200;1200
Alpiste;2017/18;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;900;900;1800;2000
Alpiste;2018/19;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;400;400;880;2200
Alpiste;2019/20;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;400;400;800;2000
Alpiste;2020/21;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;400;400;920;2300
Alpiste;2021/22;BUENOS AIRES;ADOLFO GONZALES CHAVES;6;14;1362;1362;2043;1500
Alpiste;2020/21;BUENOS AIRES;ALBERTI;6;21;40;40;80;2000
Alpiste;2021/22;BUENOS AIRES;ALBERTI;6;21;90;90;225;2500
Alpiste;1994/95;BUENOS AIRES;ARRECIFES;6;77;20;20;32;1600
Alpiste;1995/96;BUENOS AIRES;ARRECIFES;6;77;10;10;14;1400
Alpiste;1997/98;BUENOS AIRES;ARRECIFES;6;77;20;20;26;1300
Alpiste;1998/99;BUENOS AIRES;ARRECIFES;6;77;10;10;7;700
Alpiste;1999/00;BUENOS AIRES;ARRECIFES;6;77;15;15;15;1000
Alpiste;1987/88;BUENOS AIRES;AYACUCHO;6;42;800;800;720;900
Alpiste;1988/89;BUENOS AIRES;AYACUCHO;6;42;1200;1200;1450;1208
Alpiste;1989/90;BUENOS AIRES;AYACUCHO;6;42;1200;1200;1200;1000
Alpiste;1990/91;BUENOS AIRES;AYACUCHO;6;42;1000;900;1000;1111
Alpiste;1991/92;BUENOS AIRES;AYACUCHO;6;42;1200;1200;1000;833
Alpiste;1992/93;BUENOS AIRES;AYACUCHO;6;42;800;750;800;1067
Alpiste;1993/94;BUENOS AIRES;AYACUCHO;6;42;500;450;500;1111
Alpiste;1994/95;BUENOS AIRES;AYACUCHO;6;42;1000;930;900;968
Alpiste;1995/96;BUENOS AIRES;AYACUCHO;6;42;800;760;608;800
Alpiste;1996/97;BUENOS AIRES;AYACUCHO;6;42;1500;1400;1120;800
Alpiste;1997/98;BUENOS AIRES;AYACUCHO;6;42;1500;1450;1300;897
Alpiste;1998/99;BUENOS AIRES;AYACUCHO;6;42;1700;1650;1200;727
Alpiste;1999/00;BUENOS AIRES;AYACUCHO;6;42;1500;1450;1160;800
Alpiste;2000/01;BUENOS AIRES;AYACUCHO;6;42;1100;1075;970;902
Alpiste;2001/02;BUENOS AIRES;AYACUCHO;6;42;500;460;410;891
Alpiste;2002/03;BUENOS AIRES;AYACUCHO;6;42;700;660;530;803
Alpiste;2003/04;BUENOS AIRES;AYACUCHO;6;42;400;390;370;949
Alpiste;2004/05;BUENOS AIRES;AYACUCHO;6;42;350;340;310;912
Alpiste;2005/06;BUENOS AIRES;AYACUCHO;6;42;200;195;200;1026
Alpiste;2006/07;BUENOS AIRES;AYACUCHO;6;42;100;95;100;1053
Alpiste;2007/08;BUENOS AIRES;AYACUCHO;6;42;100;95;110;1158
Alpiste;2008/09;BUENOS AIRES;AYACUCHO;6;42;250;235;235;1000
Alpiste;2009/10;BUENOS AIRES;AYACUCHO;6;42;200;195;234;1200
Alpiste;2010/11;BUENOS AIRES;AYACUCHO;6;42;300;295;531;1800
Alpiste;2011/12;BUENOS AIRES;AYACUCHO;6;42;250;245;470;1918
Alpiste;2012/13;BUENOS AIRES;AYACUCHO;6;42;130;130;170;1308
Alpiste;2016/17;BUENOS AIRES;AYACUCHO;6;42;200;200;280;1400
Alpiste;2018/19;BUENOS AIRES;AYACUCHO;6;42;1000;1000;1800;1800
Alpiste;2020/21;BUENOS AIRES;AYACUCHO;6;42;980;980;1568;1600
Alpiste;2021/22;BUENOS AIRES;AYACUCHO;6;42;980;980;1470;1500
Alpiste;1987/88;BUENOS AIRES;AZUL;6;49;4000;4000;3600;900
Alpiste;1988/89;BUENOS AIRES;AZUL;6;49;4200;4200;3750;893
Alpiste;1989/90;BUENOS AIRES;AZUL;6;49;8000;8000;6400;800
Alpiste;1990/91;BUENOS AIRES;AZUL;6;49;5500;5000;5900;1180
Alpiste;1991/92;BUENOS AIRES;AZUL;6;49;6500;6500;6000;923
Alpiste;1992/93;BUENOS AIRES;AZUL;6;49;6500;6150;7400;1203
Alpiste;1993/94;BUENOS AIRES;AZUL;6;49;4000;3800;4200;1105
Alpiste;1994/95;BUENOS AIRES;AZUL;6;49;3500;3300;4000;1212
Alpiste;1995/96;BUENOS AIRES;AZUL;6;49;4000;3200;2600;813
Alpiste;1996/97;BUENOS AIRES;AZUL;6;49;2500;2350;2115;900
Alpiste;1997/98;BUENOS AIRES;AZUL;6;49;2700;2600;2600;1000
Alpiste;1998/99;BUENOS AIRES;AZUL;6;49;3200;3050;2745;900
Alpiste;1999/00;BUENOS AIRES;AZUL;6;49;2800;2700;2700;1000
Alpiste;2000/01;BUENOS AIRES;AZUL;6;49;2200;2150;2150;1000
Alpiste;2001/02;BUENOS AIRES;AZUL;6;49;1500;1420;1490;1049
Alpiste;2002/03;BUENOS AIRES;AZUL;6;49;2400;2280;2390;1048
Alpiste;2003/04;BUENOS AIRES;AZUL;6;49;1800;1770;1950;1102
Alpiste;2004/05;BUENOS AIRES;AZUL;6;49;1500;1460;1610;1103
Alpiste;2005/06;BUENOS AIRES;AZUL;6;49;900;880;1060;1205
Alpiste;2006/07;BUENOS AIRES;AZUL;6;49;700;680;820;1206
Alpiste;2007/08;BUENOS AIRES;AZUL;6;49;550;520;520;1000
Alpiste;2008/09;BUENOS AIRES;AZUL;6;49;1000;950;950;1000
Alpiste;2009/10;BUENOS AIRES;AZUL;6;49;900;885;1239;1400
Alpiste;2010/11;BUENOS AIRES;AZUL;6;49;1100;1085;2062;1900
Alpiste;2011/12;BUENOS AIRES;AZUL;6;49;1000;985;2070;2102
Alpiste;2012/13;BUENOS AIRES;AZUL;6;49;600;600;900;1500
Alpiste;2013/14;BUENOS AIRES;AZUL;6;49;1000;1000;2500;2500
Alpiste;2014/15;BUENOS AIRES;AZUL;6;49;2500;2150;2903;1350
Alpiste;2015/16;BUENOS AIRES;AZUL;6;49;1800;1770;2832;1600
Alpiste;2016/17;BUENOS AIRES;AZUL;6;49;1800;1800;2700;1500
Alpiste;2017/18;BUENOS AIRES;AZUL;6;49;1800;1800;2700;1500
Alpiste;2018/19;BUENOS AIRES;AZUL;6;49;3000;3000;4200;1400
Alpiste;2019/20;BUENOS AIRES;AZUL;6;49;4000;4000;4800;1200
Alpiste;2020/21;BUENOS AIRES;AZUL;6;49;2681;2681;4022;1500
Alpiste;2021/22;BUENOS AIRES;AZUL;6;49;2573;2573;3088;1200
Alpiste;2021/22;BUENOS AIRES;BAHIA BLANCA;6;56;1500;1500;1500;1000
Alpiste;1987/88;BUENOS AIRES;BALCARCE;6;63;3000;3000;3300;1100
Alpiste;1988/89;BUENOS AIRES;BALCARCE;6;63;4500;4500;5500;1222
Alpiste;1989/90;BUENOS AIRES;BALCARCE;6;63;4500;4500;4500;1000
Alpiste;1990/91;BUENOS AIRES;BALCARCE;6;63;4000;3900;3900;1000
Alpiste;1991/92;BUENOS AIRES;BALCARCE;6;63;3000;3000;2800;933
Alpiste;1992/93;BUENOS AIRES;BALCARCE;6;63;800;750;900;1200
Alpiste;1993/94;BUENOS AIRES;BALCARCE;6;63;500;400;400;1000
Alpiste;1994/95;BUENOS AIRES;BALCARCE;6;63;400;370;400;1081
Alpiste;1995/96;BUENOS AIRES;BALCARCE;6;63;200;190;190;1000
Alpiste;1996/97;BUENOS AIRES;BALCARCE;6;63;200;180;162;900
Alpiste;1997/98;BUENOS AIRES;BALCARCE;6;63;500;470;470;1000
Alpiste;1998/99;BUENOS AIRES;BALCARCE;6;63;600;570;513;900
Alpiste;1999/00;BUENOS AIRES;BALCARCE;6;63;600;580;580;1000
Alpiste;2000/01;BUENOS AIRES;BALCARCE;6;63;300;290;290;1000
Alpiste;2001/02;BUENOS AIRES;BALCARCE;6;63;200;195;200;1026
Alpiste;2002/03;BUENOS AIRES;BALCARCE;6;63;300;280;280;1000
Alpiste;2003/04;BUENOS AIRES;BALCARCE;6;63;200;195;210;1077
Alpiste;2004/05;BUENOS AIRES;BALCARCE;6;63;200;195;210;1077
Alpiste;2005/06;BUENOS AIRES;BALCARCE;6;63;100;100;120;1200
Alpiste;2006/07;BUENOS AIRES;BALCARCE;6;63;100;95;110;1158
Alpiste;2008/09;BUENOS AIRES;BALCARCE;6;63;300;285;314;1102
Alpiste;2009/10;BUENOS AIRES;BALCARCE;6;63;100;95;124;1305
Alpiste;2010/11;BUENOS AIRES;BALCARCE;6;63;2300;2260;4520;2000
Alpiste;2011/12;BUENOS AIRES;BALCARCE;6;63;1900;1870;3930;2102
Alpiste;2012/13;BUENOS AIRES;BALCARCE;6;63;1200;1200;1800;1500
Alpiste;2013/14;BUENOS AIRES;BALCARCE;6;63;1300;1300;3250;2500
Alpiste;2014/15;BUENOS AIRES;BALCARCE;6;63;1100;1050;1470;1400
Alpiste;2015/16;BUENOS AIRES;BALCARCE;6;63;400;390;702;1800
Alpiste;2016/17;BUENOS AIRES;BALCARCE;6;63;500;500;600;1200
Alpiste;2017/18;BUENOS AIRES;BALCARCE;6;63;450;450;675;1500
Alpiste;2018/19;BUENOS AIRES;BALCARCE;6;63;500;500;750;1500
Alpiste;2021/22;BUENOS AIRES;BALCARCE;6;63;317;317;444;1401
Alpiste;1987/88;BUENOS AIRES;BARADERO;6;70;150;150;150;1000
Alpiste;1995/96;BUENOS AIRES;BARADERO;6;70;10;10;11;1100
Alpiste;1997/98;BUENOS AIRES;BARADERO;6;70;15;15;18;1200
Alpiste;1998/99;BUENOS AIRES;BARADERO;6;70;10;10;7;700
Alpiste;1987/88;BUENOS AIRES;BENITO JUAREZ;6;84;4500;4500;4050;900
Alpiste;1988/89;BUENOS AIRES;BENITO JUAREZ;6;84;380;260;340;1308
Alpiste;1989/90;BUENOS AIRES;BENITO JUAREZ;6;84;6000;6000;6000;1000
Alpiste;1990/91;BUENOS AIRES;BENITO JUAREZ;6;84;4500;4400;4900;1114
Alpiste;1991/92;BUENOS AIRES;BENITO JUAREZ;6;84;5900;5900;6000;1017
Alpiste;1992/93;BUENOS AIRES;BENITO JUAREZ;6;84;1000;950;1000;1053
Alpiste;1993/94;BUENOS AIRES;BENITO JUAREZ;6;84;700;600;540;900
Alpiste;1994/95;BUENOS AIRES;BENITO JUAREZ;6;84;600;550;500;909
Alpiste;1995/96;BUENOS AIRES;BENITO JUAREZ;6;84;500;450;405;900
Alpiste;1996/97;BUENOS AIRES;BENITO JUAREZ;6;84;1000;930;744;800
Alpiste;1997/98;BUENOS AIRES;BENITO JUAREZ;6;84;1100;1040;936;900
Alpiste;1998/99;BUENOS AIRES;BENITO JUAREZ;6;84;1300;1260;1000;794
Alpiste;1999/00;BUENOS AIRES;BENITO JUAREZ;6;84;1300;1250;1125;900
Alpiste;2000/01;BUENOS AIRES;BENITO JUAREZ;6;84;1000;980;980;1000
Alpiste;2001/02;BUENOS AIRES;BENITO JUAREZ;6;84;800;760;720;947
Alpiste;2002/03;BUENOS AIRES;BENITO JUAREZ;6;84;1200;1140;1080;947
Alpiste;2003/04;BUENOS AIRES;BENITO JUAREZ;6;84;750;735;810;1102
Alpiste;2004/05;BUENOS AIRES;BENITO JUAREZ;6;84;600;580;610;1052
Alpiste;2005/06;BUENOS AIRES;BENITO JUAREZ;6;84;300;295;320;1085
Alpiste;2006/07;BUENOS AIRES;BENITO JUAREZ;6;84;200;190;210;1105
Alpiste;2007/08;BUENOS AIRES;BENITO JUAREZ;6;84;200;190;190;1000
Alpiste;2008/09;BUENOS AIRES;BENITO JUAREZ;6;84;300;280;280;1000
Alpiste;2009/10;BUENOS AIRES;BENITO JUAREZ;6;84;200;195;254;1303
Alpiste;2010/11;BUENOS AIRES;BENITO JUAREZ;6;84;250;245;441;1800
Alpiste;2011/12;BUENOS AIRES;BENITO JUAREZ;6;84;250;245;490;2000
Alpiste;2012/13;BUENOS AIRES;BENITO JUAREZ;6;84;200;200;260;1300
Alpiste;2013/14;BUENOS AIRES;BENITO JUAREZ;6;84;3800;3800;9500;2500
Alpiste;2014/15;BUENOS AIRES;BENITO JUAREZ;6;84;4500;4100;5535;1350
Alpiste;2015/16;BUENOS AIRES;BENITO JUAREZ;6;84;400;395;632;1600
Alpiste;2016/17;BUENOS AIRES;BENITO JUAREZ;6;84;500;500;750;1500
Alpiste;2017/18;BUENOS AIRES;BENITO JUAREZ;6;84;540;540;810;1500
Alpiste;2018/19;BUENOS AIRES;BENITO JUAREZ;6;84;1200;1200;1560;1300
Alpiste;2019/20;BUENOS AIRES;BENITO JUAREZ;6;84;2000;2000;2400;1200
Alpiste;2020/21;BUENOS AIRES;BENITO JUAREZ;6;84;3055;3055;3972;1300
Alpiste;2021/22;BUENOS AIRES;BENITO JUAREZ;6;84;1200;1200;1200;1000
Alpiste;2020/21;BUENOS AIRES;BOLIVAR;6;105;3500;3500;4200;1200
Alpiste;1987/88;BUENOS AIRES;CAMPANA;6;126;30;30;25;833
Alpiste;1992/93;BUENOS AIRES;CAPITAN SARMIENTO;6;140;50;50;100;2000
Alpiste;1994/95;BUENOS AIRES;CAPITAN SARMIENTO;6;140;35;35;56;1600
Alpiste;1995/96;BUENOS AIRES;CAPITAN SARMIENTO;6;140;18;18;18;1000
Alpiste;1996/97;BUENOS AIRES;CAPITAN SARMIENTO;6;140;20;20;34;1700
Alpiste;1997/98;BUENOS AIRES;CAPITAN SARMIENTO;6;140;30;30;39;1300
Alpiste;1998/99;BUENOS AIRES;CAPITAN SARMIENTO;6;140;20;20;22;1100
Alpiste;1999/00;BUENOS AIRES;CAPITAN SARMIENTO;6;140;20;20;20;1000
Alpiste;2000/01;BUENOS AIRES;CAPITAN SARMIENTO;6;140;15;15;15;1000
Alpiste;1989/90;BUENOS AIRES;CARLOS CASARES;6;147;55;55;50;909
Alpiste;1992/93;BUENOS AIRES;CARLOS CASARES;6;147;70;70;84;1200
Alpiste;1993/94;BUENOS AIRES;CARLOS CASARES;6;147;60;60;66;1100
Alpiste;1987/88;BUENOS AIRES;CARLOS TEJEDOR;6;154;40;40;36;900
Alpiste;1988/89;BUENOS AIRES;CARLOS TEJEDOR;6;154;50;50;70;1400
Alpiste;1989/90;BUENOS AIRES;CARLOS TEJEDOR;6;154;50;50;60;1200
Alpiste;1992/93;BUENOS AIRES;CARLOS TEJEDOR;6;154;30;30;30;1000
Alpiste;2021/22;BUENOS AIRES;CHACABUCO;6;210;35;35;56;1600
Alpiste;1992/93;BUENOS AIRES;COLON;6;175;50;50;100;2000
Alpiste;2021/22;BUENOS AIRES;CORONEL DE MARINA L ROSALES;6;182;1000;1000;1100;1100
Alpiste;1987/88;BUENOS AIRES;CORONEL DORREGO;6;189;500;500;500;1000
Alpiste;1988/89;BUENOS AIRES;CORONEL DORREGO;6;189;500;500;350;700
Alpiste;1989/90;BUENOS AIRES;CORONEL DORREGO;6;189;300;300;300;1000
Alpiste;1990/91;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;120;1200
Alpiste;1992/93;BUENOS AIRES;CORONEL DORREGO;6;189;300;300;300;1000
Alpiste;1993/94;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;200;1000
Alpiste;1994/95;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;200;1000
Alpiste;1995/96;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;200;1000
Alpiste;1996/97;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;180;900
Alpiste;1997/98;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;240;1200
Alpiste;1998/99;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;200;1000
Alpiste;1999/00;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;160;800
Alpiste;2000/01;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;160;800
Alpiste;2001/02;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;160;800
Alpiste;2002/03;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;140;700
Alpiste;2003/04;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;180;900
Alpiste;2004/05;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;140;700
Alpiste;2005/06;BUENOS AIRES;CORONEL DORREGO;6;189;200;200;140;700
Alpiste;2006/07;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;70;700
Alpiste;2007/08;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;70;700
Alpiste;2008/09;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;60;600
Alpiste;2009/10;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;60;600
Alpiste;2010/11;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;160;1600
Alpiste;2011/12;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;140;1400
Alpiste;2012/13;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;100;1000
Alpiste;2021/22;BUENOS AIRES;CORONEL DORREGO;6;189;100;100;110;1100
Alpiste;1987/88;BUENOS AIRES;CORONEL PRINGLES;6;196;1500;1500;1500;1000
Alpiste;1988/89;BUENOS AIRES;CORONEL PRINGLES;6;196;2500;2500;1800;720
Alpiste;1989/90;BUENOS AIRES;CORONEL PRINGLES;6;196;1500;1500;1500;1000
Alpiste;1990/91;BUENOS AIRES;CORONEL PRINGLES;6;196;1200;1100;1200;1091
Alpiste;1991/92;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;450;900
Alpiste;1992/93;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;500;1000
Alpiste;1993/94;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;500;1000
Alpiste;1994/95;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;500;1000
Alpiste;1995/96;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;500;1000
Alpiste;1996/97;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;400;1000
Alpiste;1997/98;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;480;1200
Alpiste;1998/99;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;360;900
Alpiste;1999/00;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;360;900
Alpiste;2000/01;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;360;900
Alpiste;2001/02;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;320;800
Alpiste;2002/03;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;280;700
Alpiste;2003/04;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;320;800
Alpiste;2004/05;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;280;700
Alpiste;2005/06;BUENOS AIRES;CORONEL PRINGLES;6;196;400;400;260;650
Alpiste;2006/07;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;140;700
Alpiste;2007/08;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;140;700
Alpiste;2008/09;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;120;600
Alpiste;2009/10;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;120;600
Alpiste;2010/11;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;300;1500
Alpiste;2011/12;BUENOS AIRES;CORONEL PRINGLES;6;196;200;200;300;1500
Alpiste;2012/13;BUENOS AIRES;CORONEL PRINGLES;6;196;500;500;500;1000
Alpiste;2013/14;BUENOS AIRES;CORONEL PRINGLES;6;196;830;830;830;1000
Alpiste;2021/22;BUENOS AIRES;CORONEL PRINGLES;6;196;80;80;96;1200
Alpiste;1988/89;BUENOS AIRES;CORONEL SUAREZ;6;203;4500;4500;4050;900
Alpiste;1992/93;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;900;900
Alpiste;1993/94;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1200;1200
Alpiste;1994/95;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1300;1300
Alpiste;1995/96;BUENOS AIRES;CORONEL SUAREZ;6;203;800;800;800;1000
Alpiste;1996/97;BUENOS AIRES;CORONEL SUAREZ;6;203;2000;2000;2400;1200
Alpiste;1997/98;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1800;1800
Alpiste;1998/99;BUENOS AIRES;CORONEL SUAREZ;6;203;1100;1100;1400;1273
Alpiste;1999/00;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1000;1000
Alpiste;2000/01;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1200;1200
Alpiste;2001/02;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1500;1500
Alpiste;2002/03;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1600;1600
Alpiste;2003/04;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1300;1300
Alpiste;2004/05;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1400;1400
Alpiste;2005/06;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1200;1200
Alpiste;2006/07;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1200;1200
Alpiste;2007/08;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1200;1200
Alpiste;2008/09;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;800;800
Alpiste;2009/10;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;800;400;500
Alpiste;2010/11;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1800;1800
Alpiste;2011/12;BUENOS AIRES;CORONEL SUAREZ;6;203;1000;1000;1400;1400
